tweet_id,anger,disgust,fear,happiness,sadness,surprise
1.32106E+17,0,0,0,0,1,0
1.32085E+17,0,0,0,0,1,0
1.31775E+17,0,0,0,0,1,0
1.31773E+17,0,0,0,0,1,0
1.31321E+17,0,0,0,0,1,0
1.31099E+17,0,0,0,0,1,0
1.31082E+17,0,0,0,0,1,0
1.31071E+17,0,0,0,0,1,0
1.30995E+17,0,0,0,0,1,0
1.30853E+17,0,0,0,0,1,0
1.3079E+17,0,0,0,0,1,0
1.30562E+17,0,0,0,0,1,0
1.30339E+17,0,0,0,0,1,0
1.30284E+17,0,0,0,0,1,0
1.29979E+17,0,0,0,0,1,0
1.29977E+17,0,0,0,0,1,0
1.29976E+17,0,0,0,0,1,0
1.29976E+17,0,0,0,0,1,0
1.29976E+17,0,0,0,0,1,0
1.29897E+17,0,0,0,0,1,0
1.29797E+17,0,0,0,0,1,0
1.29584E+17,0,0,0,0,1,0
1.29298E+17,0,0,0,0,1,0
1.29223E+17,0,0,0,0,1,0
1.29139E+17,0,0,0,0,1,0
1.28395E+17,0,0,0,0,1,0
1.28178E+17,0,0,0,0,1,0
1.27345E+17,0,0,0,0,1,0
1.27117E+17,0,0,0,0,1,0
1.27069E+17,0,0,0,0,1,0
1.26884E+17,0,0,0,0,1,0
1.26202E+17,0,0,0,0,1,0
1.25826E+17,0,0,0,0,1,0
1.25183E+17,0,0,0,0,1,0
1.24936E+17,0,0,0,0,1,0
1.24889E+17,0,0,0,0,1,0
1.24846E+17,0,0,0,0,1,0
1.24456E+17,0,0,0,0,1,0
1.24454E+17,0,0,0,0,1,0
1.23854E+17,0,0,0,0,1,0
1.2372E+17,0,0,0,0,1,0
1.23449E+17,0,0,0,0,1,0
1.23297E+17,0,0,0,0,1,0
1.23282E+17,0,0,0,0,1,0
1.23271E+17,0,0,0,0,1,0
1.22756E+17,0,0,0,0,1,0
1.22584E+17,0,0,0,0,1,0
1.22583E+17,0,0,0,0,1,0
1.22377E+17,0,0,0,0,1,0
1.22228E+17,0,0,0,0,1,0
1.21989E+17,0,0,0,0,1,0
1.21981E+17,0,0,0,0,1,0
1.21941E+17,0,0,0,0,1,0
1.21833E+17,0,0,0,0,1,0
1.21827E+17,0,0,0,0,1,0
1.21826E+17,0,0,0,0,1,0
1.21621E+17,0,0,0,0,1,0
1.21357E+17,0,0,0,0,1,0
1.21224E+17,0,0,0,0,1,0
1.20973E+17,0,0,0,0,1,0
1.20643E+17,0,0,0,0,1,0
1.202E+17,0,0,0,0,1,0
1.20028E+17,0,0,0,0,1,0
1.1945E+17,0,0,0,0,1,0
1.18789E+17,0,0,0,0,1,0
1.18719E+17,0,0,0,0,1,0
1.18371E+17,0,0,0,0,1,0
1.18196E+17,0,0,0,0,1,0
1.18195E+17,0,0,0,0,1,0
1.18185E+17,0,0,0,0,1,0
1.18171E+17,0,0,0,0,1,0
1.18049E+17,0,0,0,0,1,0
1.17559E+17,0,0,0,0,1,0
1.17559E+17,0,0,0,0,1,0
1.17552E+17,0,0,0,0,1,0
1.17529E+17,0,0,0,0,1,0
1.17214E+17,0,0,0,0,1,0
1.16946E+17,0,0,0,0,1,0
1.16861E+17,0,0,0,0,1,0
1.16811E+17,0,0,0,0,1,0
1.16807E+17,0,0,0,0,1,0
1.16311E+17,0,0,0,0,1,0
1.16311E+17,0,0,0,0,1,0
1.16306E+17,0,0,0,0,1,0
1.16051E+17,0,0,0,0,1,0
1.16045E+17,0,0,0,0,1,0
1.15777E+17,0,0,0,0,1,0
1.15471E+17,0,0,0,0,1,0
1.15123E+17,0,0,0,0,1,0
1.14324E+17,0,0,0,0,1,0
1.14304E+17,0,0,0,0,1,0
1.14069E+17,0,0,0,0,1,0
1.14027E+17,0,0,0,0,1,0
1.13899E+17,0,0,0,0,1,0
1.13897E+17,0,0,0,0,1,0
1.13643E+17,0,0,0,0,1,0
1.13486E+17,0,0,0,0,1,0
1.13072E+17,0,0,0,0,1,0
1.12852E+17,0,0,0,0,1,0
1.12201E+17,0,0,0,0,1,0
1.12035E+17,0,0,0,0,1,0
1.11713E+17,0,0,0,0,1,0
1.11368E+17,0,0,0,0,1,0
1.11182E+17,0,0,0,0,1,0
1.10556E+17,0,0,0,0,1,0
1.10414E+17,0,0,0,0,1,0
1.10406E+17,0,0,0,0,1,0
1.10362E+17,0,0,0,0,1,0
1.09997E+17,0,0,0,0,1,0
1.09849E+17,0,0,0,0,1,0
1.09324E+17,0,0,0,0,1,0
1.09287E+17,0,0,0,0,1,0
1.08971E+17,0,0,0,0,1,0
1.08947E+17,0,0,0,0,1,0
1.08775E+17,0,0,0,0,1,0
1.08583E+17,0,0,0,0,1,0
1.08415E+17,0,0,0,0,1,0
1.0822E+17,0,0,0,0,1,0
1.07389E+17,0,0,0,0,1,0
1.07259E+17,0,0,0,0,1,0
1.0693E+17,0,0,0,0,1,0
1.06915E+17,0,0,0,0,1,0
1.06868E+17,0,0,0,0,1,0
1.06754E+17,0,0,0,0,1,0
1.06651E+17,0,0,0,0,1,0
1.0655E+17,0,0,0,0,1,0
1.06549E+17,0,0,0,0,1,0
1.06533E+17,0,0,0,0,1,0
1.06504E+17,0,0,0,0,1,0
1.06336E+17,0,0,0,0,1,0
1.05409E+17,0,0,0,0,1,0
1.04955E+17,0,0,0,0,1,0
1.04648E+17,0,0,0,0,1,0
1.03512E+17,0,0,0,0,1,0
1.0345E+17,0,0,0,0,1,0
1.0339E+17,0,0,0,0,1,0
1.03055E+17,0,0,0,0,1,0
1.02734E+17,0,0,0,0,1,0
1.01602E+17,0,0,0,0,1,0
1.0023E+17,0,0,0,0,1,0
9.91049E+16,0,0,0,0,1,0
9.90613E+16,0,0,0,0,1,0
9.9055E+16,0,0,0,0,1,0
9.87298E+16,0,0,0,0,1,0
9.81807E+16,0,0,0,0,1,0
9.81165E+16,0,0,0,0,1,0
9.80914E+16,0,0,0,0,1,0
9.80137E+16,0,0,0,0,1,0
9.78189E+16,0,0,0,0,1,0
9.76904E+16,0,0,0,0,1,0
9.67515E+16,0,0,0,0,1,0
9.63179E+16,0,0,0,0,1,0
9.62982E+16,0,0,0,0,1,0
9.59235E+16,0,0,0,0,1,0
9.55499E+16,0,0,0,0,1,0
9.50669E+16,0,0,0,0,1,0
9.48258E+16,0,0,0,0,1,0
9.46571E+16,0,0,0,0,1,0
9.43561E+16,0,0,0,0,1,0
9.40952E+16,0,0,0,0,1,0
9.40867E+16,0,0,0,0,1,0
9.40545E+16,0,0,0,0,1,0
9.39314E+16,0,0,0,0,1,0
9.26193E+16,0,0,0,0,1,0
9.22762E+16,0,0,0,0,1,0
9.18769E+16,0,0,0,0,1,0
9.16883E+16,0,0,0,0,1,0
9.16782E+16,0,0,0,0,1,0
9.16131E+16,0,0,0,0,1,0
9.16128E+16,0,0,0,0,1,0
9.15978E+16,0,0,0,0,1,0
9.13757E+16,0,0,0,0,1,0
9.11904E+16,0,0,0,0,1,0
9.11808E+16,0,0,0,0,1,0
9.10514E+16,0,0,0,0,1,0
9.06679E+16,0,0,0,0,1,0
9.0501E+16,0,0,0,0,1,0
9.03153E+16,0,0,0,0,1,0
9.02939E+16,0,0,0,0,1,0
9.02693E+16,0,0,0,0,1,0
8.98956E+16,0,0,0,0,1,0
8.98777E+16,0,0,0,0,1,0
8.95278E+16,0,0,0,0,1,0
8.94012E+16,0,0,0,0,1,0
8.92277E+16,0,0,0,0,1,0
8.9226E+16,0,0,0,0,1,0
8.90718E+16,0,0,0,0,1,0
8.89775E+16,0,0,0,0,1,0
8.89339E+16,0,0,0,0,1,0
8.88106E+16,0,0,0,0,1,0
8.86777E+16,0,0,0,0,1,0
8.83145E+16,0,0,0,0,1,0
8.79889E+16,0,0,0,0,1,0
8.78608E+16,0,0,0,0,1,0
8.74257E+16,0,0,0,0,1,0
8.72737E+16,0,0,0,0,1,0
8.71872E+16,0,0,0,0,1,0
8.65124E+16,0,0,0,0,1,0
8.62635E+16,0,0,0,0,1,0
8.61486E+16,0,0,0,0,1,0
8.56476E+16,0,0,0,0,1,0
8.56465E+16,0,0,0,0,1,0
8.55472E+16,0,0,0,0,1,0
8.53588E+16,0,0,0,0,1,0
8.49542E+16,0,0,0,0,1,0
8.48926E+16,0,0,0,0,1,0
8.4683E+16,0,0,0,0,1,0
8.46557E+16,0,0,0,0,1,0
8.43597E+16,0,0,0,0,1,0
8.4041E+16,0,0,0,0,1,0
8.40191E+16,0,0,0,0,1,0
8.39772E+16,0,0,0,0,1,0
8.39765E+16,0,0,0,0,1,0
8.39128E+16,0,0,0,0,1,0
8.39078E+16,0,0,0,0,1,0
8.39076E+16,0,0,0,0,1,0
8.37257E+16,0,0,0,0,1,0
8.36621E+16,0,0,0,0,1,0
8.35074E+16,0,0,0,0,1,0
8.3257E+16,0,0,0,0,1,0
8.24974E+16,0,0,0,0,1,0
8.24096E+16,0,0,0,0,1,0
8.20257E+16,0,0,0,0,1,0
8.16574E+16,0,0,0,0,1,0
8.12877E+16,0,0,0,0,1,0
8.09723E+16,0,0,0,0,1,0
8.07005E+16,0,0,0,0,1,0
8.06951E+16,0,0,0,0,1,0
8.05229E+16,0,0,0,0,1,0
7.96158E+16,0,0,0,0,1,0
7.92821E+16,0,0,0,0,1,0
7.92694E+16,0,0,0,0,1,0
7.9256E+16,0,0,0,0,1,0
7.92034E+16,0,0,0,0,1,0
7.9136E+16,0,0,0,0,1,0
7.87906E+16,0,0,0,0,1,0
7.76011E+16,0,0,0,0,1,0
7.74599E+16,0,0,0,0,1,0
7.74473E+16,0,0,0,0,1,0
7.73904E+16,0,0,0,0,1,0
7.71014E+16,0,0,0,0,1,0
7.70709E+16,0,0,0,0,1,0
7.69801E+16,0,0,0,0,1,0
7.66745E+16,0,0,0,0,1,0
7.6668E+16,0,0,0,0,1,0
7.65519E+16,0,0,0,0,1,0
7.65422E+16,0,0,0,0,1,0
7.63701E+16,0,0,0,0,1,0
7.55968E+16,0,0,0,0,1,0
7.42582E+16,0,0,0,0,1,0
7.41976E+16,0,0,0,0,1,0
7.41971E+16,0,0,0,0,1,0
7.41783E+16,0,0,0,0,1,0
7.39819E+16,0,0,0,0,1,0
7.35001E+16,0,0,0,0,1,0
7.34888E+16,0,0,0,0,1,0
7.29071E+16,0,0,0,0,1,0
7.23703E+16,0,0,0,0,1,0
7.22767E+16,0,0,0,0,1,0
7.20401E+16,0,0,0,0,1,0
7.19829E+16,0,0,0,0,1,0
7.19602E+16,0,0,0,0,1,0
7.18084E+16,0,0,0,0,1,0
7.15567E+16,0,0,0,0,1,0
7.11887E+16,0,0,0,0,1,0
7.11343E+16,0,0,0,0,1,0
7.11333E+16,0,0,0,0,1,0
7.1131E+16,0,0,0,0,1,0
7.03664E+16,0,0,0,0,1,0
7.00625E+16,0,0,0,0,1,0
6.89774E+16,0,0,0,0,1,0
6.79506E+16,0,0,0,0,1,0
6.76835E+16,0,0,0,0,1,0
6.69582E+16,0,0,0,0,1,0
6.58391E+16,0,0,0,0,1,0
6.50125E+16,0,0,0,0,1,0
6.47128E+16,0,0,0,0,1,0
6.43294E+16,0,0,0,0,1,0
6.29694E+16,0,0,0,0,1,0
6.26079E+16,0,0,0,0,1,0
6.25461E+16,0,0,0,0,1,0
6.24101E+16,0,0,0,0,1,0
6.23644E+16,0,0,0,0,1,0
6.18768E+16,0,0,0,0,1,0
6.18767E+16,0,0,0,0,1,0
6.1391E+16,0,0,0,0,1,0
6.07847E+16,0,0,0,0,1,0
6.07271E+16,0,0,0,0,1,0
6.04535E+16,0,0,0,0,1,0
6.0073E+16,0,0,0,0,1,0
5.95636E+16,0,0,0,0,1,0
5.8567E+16,0,0,0,0,1,0
5.85172E+16,0,0,0,0,1,0
5.81797E+16,0,0,0,0,1,0
5.71641E+16,0,0,0,0,1,0
5.71634E+16,0,0,0,0,1,0
5.67583E+16,0,0,0,0,1,0
5.66685E+16,0,0,0,0,1,0
5.64779E+16,0,0,0,0,1,0
5.62583E+16,0,0,0,0,1,0
5.58103E+16,0,0,0,0,1,0
5.45702E+16,0,0,0,0,1,0
5.3041E+16,0,0,0,0,1,0
5.22166E+16,0,0,0,0,1,0
5.19048E+16,0,0,0,0,1,0
5.09612E+16,0,0,0,0,1,0
5.02279E+16,0,0,0,0,1,0
4.96313E+16,0,0,0,0,1,0
4.94319E+16,0,0,0,0,1,0
4.94314E+16,0,0,0,0,1,0
4.94124E+16,0,0,0,0,1,0
4.92233E+16,0,0,0,0,1,0
4.91853E+16,0,0,0,0,1,0
4.91847E+16,0,0,0,0,1,0
4.84744E+16,0,0,0,0,1,0
4.8053E+16,0,0,0,0,1,0
4.79218E+16,0,0,0,0,1,0
4.76172E+16,0,0,0,0,1,0
4.66001E+16,0,0,0,0,1,0
4.62816E+16,0,0,0,0,1,0
4.6181E+16,0,0,0,0,1,0
4.61397E+16,0,0,0,0,1,0
4.61393E+16,0,0,0,0,1,0
4.49959E+16,0,0,0,0,1,0
4.49092E+16,0,0,0,0,1,0
4.39904E+16,0,0,0,0,1,0
8.82309E+17,0,0,0,0,1,0
8.82147E+17,0,0,0,0,1,0
8.82062E+17,0,0,0,0,1,0
8.81922E+17,0,0,0,0,1,0
8.81733E+17,0,0,0,0,1,0
8.81382E+17,0,0,0,0,1,0
8.81376E+17,0,0,0,0,1,0
8.81225E+17,0,0,0,0,1,0
8.81194E+17,0,0,0,0,1,0
8.81174E+17,0,0,0,0,1,0
8.81019E+17,0,0,0,0,1,0
8.81018E+17,0,0,0,0,1,0
8.81015E+17,0,0,0,0,1,0
8.80847E+17,0,0,0,0,1,0
8.80847E+17,0,0,0,0,1,0
8.80717E+17,0,0,0,0,1,0
8.80715E+17,0,0,0,0,1,0
8.80673E+17,0,0,0,0,1,0
8.80391E+17,0,0,0,0,1,0
8.80382E+17,0,0,0,0,1,0
8.80326E+17,0,0,0,0,1,0
8.79857E+17,0,0,0,0,1,0
8.79694E+17,0,0,0,0,1,0
8.79058E+17,0,0,0,0,1,0
8.78987E+17,0,0,0,0,1,0
8.7895E+17,0,0,0,0,1,0
8.78925E+17,0,0,0,0,1,0
8.78737E+17,0,0,0,0,1,0
8.78553E+17,0,0,0,0,1,0
8.78317E+17,0,0,0,0,1,0
8.78247E+17,0,0,0,0,1,0
8.78101E+17,0,0,0,0,1,0
8.78082E+17,0,0,0,0,1,0
8.77773E+17,0,0,0,0,1,0
8.77648E+17,0,0,0,0,1,0
8.77622E+17,0,0,0,0,1,0
8.77452E+17,0,0,0,0,1,0
8.77417E+17,0,0,0,0,1,0
8.76919E+17,0,0,0,0,1,0
8.76796E+17,0,0,0,0,1,0
8.76626E+17,0,0,0,0,1,0
8.76581E+17,0,0,0,0,1,0
8.76493E+17,0,0,0,0,1,0
8.76339E+17,0,0,0,0,1,0
8.76294E+17,0,0,0,0,1,0
8.76049E+17,0,0,0,0,1,0
8.76029E+17,0,0,0,0,1,0
8.75964E+17,0,0,0,0,1,0
8.75963E+17,0,0,0,0,1,0
8.75935E+17,0,0,0,0,1,0
8.75629E+17,0,0,0,0,1,0
8.7551E+17,0,0,0,0,1,0
8.75324E+17,0,0,0,0,1,0
8.74974E+17,0,0,0,0,1,0
8.74809E+17,0,0,0,0,1,0
8.74758E+17,0,0,0,0,1,0
8.74688E+17,0,0,0,0,1,0
8.74627E+17,0,0,0,0,1,0
8.74499E+17,0,0,0,0,1,0
8.74432E+17,0,0,0,0,1,0
8.74333E+17,0,0,0,0,1,0
8.74165E+17,0,0,0,0,1,0
8.73971E+17,0,0,0,0,1,0
8.7388E+17,0,0,0,0,1,0
8.73844E+17,0,0,0,0,1,0
8.73756E+17,0,0,0,0,1,0
8.73432E+17,0,0,0,0,1,0
8.73404E+17,0,0,0,0,1,0
8.73248E+17,0,0,0,0,1,0
8.73035E+17,0,0,0,0,1,0
8.72991E+17,0,0,0,0,1,0
8.72953E+17,0,0,0,0,1,0
8.72618E+17,0,0,0,0,1,0
8.72132E+17,0,0,0,0,1,0
8.72037E+17,0,0,0,0,1,0
8.71772E+17,0,0,0,0,1,0
8.71657E+17,0,0,0,0,1,0
8.71622E+17,0,0,0,0,1,0
8.71613E+17,0,0,0,0,1,0
8.71543E+17,0,0,0,0,1,0
8.71206E+17,0,0,0,0,1,0
8.71129E+17,0,0,0,0,1,0
8.70549E+17,0,0,0,0,1,0
8.70466E+17,0,0,0,0,1,0
8.70199E+17,0,0,0,0,1,0
8.69931E+17,0,0,0,0,1,0
8.69735E+17,0,0,0,0,1,0
8.69509E+17,0,0,0,0,1,0
8.69411E+17,0,0,0,0,1,0
8.69152E+17,0,0,0,0,1,0
8.69101E+17,0,0,0,0,1,0
8.68804E+17,0,0,0,0,1,0
8.68716E+17,0,0,0,0,1,0
8.68626E+17,0,0,0,0,1,0
8.68156E+17,0,0,0,0,1,0
8.67963E+17,0,0,0,0,1,0
8.67893E+17,0,0,0,0,1,0
8.67607E+17,0,0,0,0,1,0
8.67602E+17,0,0,0,0,1,0
8.67598E+17,0,0,0,0,1,0
8.67598E+17,0,0,0,0,1,0
8.67598E+17,0,0,0,0,1,0
8.67563E+17,0,0,0,0,1,0
8.67561E+17,0,0,0,0,1,0
8.67561E+17,0,0,0,0,1,0
8.6744E+17,0,0,0,0,1,0
8.67439E+17,0,0,0,0,1,0
8.67438E+17,0,0,0,0,1,0
8.67388E+17,0,0,0,0,1,0
8.67366E+17,0,0,0,0,1,0
8.67361E+17,0,0,0,0,1,0
8.67341E+17,0,0,0,0,1,0
8.67233E+17,0,0,0,0,1,0
8.66899E+17,0,0,0,0,1,0
8.66865E+17,0,0,0,0,1,0
8.66635E+17,0,0,0,0,1,0
8.66623E+17,0,0,0,0,1,0
8.6634E+17,0,0,0,0,1,0
8.66303E+17,0,0,0,0,1,0
8.66136E+17,0,0,0,0,1,0
8.65741E+17,0,0,0,0,1,0
8.65463E+17,0,0,0,0,1,0
8.65461E+17,0,0,0,0,1,0
8.65226E+17,0,0,0,0,1,0
8.65224E+17,0,0,0,0,1,0
8.6522E+17,0,0,0,0,1,0
8.65217E+17,0,0,0,0,1,0
8.65216E+17,0,0,0,0,1,0
8.652E+17,0,0,0,0,1,0
8.6517E+17,0,0,0,0,1,0
8.65127E+17,0,0,0,0,1,0
8.65046E+17,0,0,0,0,1,0
8.64922E+17,0,0,0,0,1,0
8.64878E+17,0,0,0,0,1,0
8.6479E+17,0,0,0,0,1,0
8.64767E+17,0,0,0,0,1,0
8.64751E+17,0,0,0,0,1,0
8.64536E+17,0,0,0,0,1,0
8.64536E+17,0,0,0,0,1,0
8.64536E+17,0,0,0,0,1,0
8.64536E+17,0,0,0,0,1,0
8.64536E+17,0,0,0,0,1,0
8.64488E+17,0,0,0,0,1,0
8.64447E+17,0,0,0,0,1,0
8.64436E+17,0,0,0,0,1,0
8.64043E+17,0,0,0,0,1,0
8.63803E+17,0,0,0,0,1,0
8.63802E+17,0,0,0,0,1,0
8.63461E+17,0,0,0,0,1,0
8.63454E+17,0,0,0,0,1,0
8.6345E+17,0,0,0,0,1,0
8.63383E+17,0,0,0,0,1,0
8.63382E+17,0,0,0,0,1,0
8.63085E+17,0,0,0,0,1,0
8.63083E+17,0,0,0,0,1,0
8.62971E+17,0,0,0,0,1,0
8.6293E+17,0,0,0,0,1,0
8.62873E+17,0,0,0,0,1,0
8.62728E+17,0,0,0,0,1,0
8.62574E+17,0,0,0,0,1,0
8.62573E+17,0,0,0,0,1,0
8.62573E+17,0,0,0,0,1,0
8.6247E+17,0,0,0,0,1,0
8.62302E+17,0,0,0,0,1,0
8.6181E+17,0,0,0,0,1,0
8.61717E+17,0,0,0,0,1,0
8.61628E+17,0,0,0,0,1,0
8.616E+17,0,0,0,0,1,0
8.61572E+17,0,0,0,0,1,0
8.61572E+17,0,0,0,0,1,0
8.61507E+17,0,0,0,0,1,0
8.61505E+17,0,0,0,0,1,0
8.61499E+17,0,0,0,0,1,0
8.61492E+17,0,0,0,0,1,0
8.61491E+17,0,0,0,0,1,0
8.61491E+17,0,0,0,0,1,0
8.61461E+17,0,0,0,0,1,0
8.61392E+17,0,0,0,0,1,0
8.61266E+17,0,0,0,0,1,0
8.61257E+17,0,0,0,0,1,0
8.60787E+17,0,0,0,0,1,0
8.60753E+17,0,0,0,0,1,0
8.60733E+17,0,0,0,0,1,0
8.60583E+17,0,0,0,0,1,0
8.60499E+17,0,0,0,0,1,0
8.60498E+17,0,0,0,0,1,0
8.60406E+17,0,0,0,0,1,0
8.60266E+17,0,0,0,0,1,0
8.60212E+17,0,0,0,0,1,0
8.60198E+17,0,0,0,0,1,0
8.60066E+17,0,0,0,0,1,0
8.60029E+17,0,0,0,0,1,0
8.59939E+17,0,0,0,0,1,0
8.59839E+17,0,0,0,0,1,0
8.59282E+17,0,0,0,0,1,0
8.58872E+17,0,0,0,0,1,0
8.58595E+17,0,0,0,0,1,0
8.5849E+17,0,0,0,0,1,0
8.58266E+17,0,0,0,0,1,0
8.58231E+17,0,0,0,0,1,0
8.58202E+17,0,0,0,0,1,0
8.582E+17,0,0,0,0,1,0
8.58199E+17,0,0,0,0,1,0
8.58196E+17,0,0,0,0,1,0
8.58195E+17,0,0,0,0,1,0
8.57981E+17,0,0,0,0,1,0
8.57958E+17,0,0,0,0,1,0
8.57937E+17,0,0,0,0,1,0
8.57839E+17,0,0,0,0,1,0
8.57661E+17,0,0,0,0,1,0
8.57548E+17,0,0,0,0,1,0
